Distance_km,Travel_Time_min,Avg_Speed_kmh,Traffic_Level,Vehicle_Type,Fuel_Type,CO2_Emission_kg
3.4,5.4,38.1,Moderate,Sedan,Petrol,0.75
34.5,39.9,51.9,Low,Sedan,Diesel,5.77
5.7,61.1,5.6,Severe,Motorcycle,Petrol,0.96
5.9,6.4,55.2,Low,SUV,Diesel,1.32
7.7,10.5,44.1,Moderate,Sedan,Petrol,1.59
34.8,65.7,31.8,Moderate,Hatchback,Diesel,5.43
7.7,27.3,16.9,High,Hatchback,Diesel,1.56
9.4,32,17.6,High,SUV,Petrol,3.37
6.3,41.1,9.2,Severe,Hatchback,Petrol,1.75
19,28.7,39.7,Moderate,Sedan,Petrol,4.2
7.1,7.1,59.9,Low,Hatchback,Petrol,1.09
5.3,9.1,35.1,Moderate,SUV,Petrol,1.64
8.2,9.3,53,Low,Sedan,Petrol,1.54
3.5,20,10.5,Severe,Sedan,Petrol,1.21
8.7,9.8,53.1,Low,Motorcycle,Petrol,0.78
5.1,7.7,39.8,Moderate,Hatchback,Petrol,0.97
11,18.4,35.9,Moderate,Sedan,Diesel,2.07
14,22.2,37.9,Moderate,Hatchback,Diesel,2.17
31.7,240.8,7.9,Severe,Sedan,Petrol,10.98
8.8,15.6,33.9,Moderate,Motorcycle,Petrol,0.92
14.8,19.8,44.9,Moderate,SUV,Diesel,3.46
12.4,17.5,42.4,Moderate,Sedan,Petrol,2.5
12.3,28.1,26.3,High,SUV,Diesel,3.49
33.6,83,24.3,High,Hatchback,Diesel,7.04
2.5,2.7,56.2,Low,Hatchback,Petrol,0.41
17.9,28.4,37.8,Moderate,SUV,Petrol,5.45
5.5,7.1,46.7,Low,Sedan,Petrol,1.01
6.7,12.8,31.3,Moderate,Sedan,Petrol,1.53
49,76.8,38.3,Moderate,Hatchback,Petrol,9.18
7.9,29.8,15.9,High,Hatchback,Diesel,1.64
3.6,23.2,9.3,Severe,Sedan,Petrol,1.22
8.8,16,32.9,Moderate,Hatchback,Petrol,1.67
9.1,15.7,34.7,Moderate,Hatchback,Petrol,1.71
5,5.5,54.2,Low,SUV,Diesel,1.12
3.1,5.2,36,Moderate,SUV,Petrol,0.96
30.1,35.4,51,Low,Sedan,Petrol,5.45
16.7,26.2,38.2,Moderate,Sedan,Petrol,3.57
34.8,62.5,33.4,Moderate,Hatchback,Diesel,5.62
7.6,7.9,57.9,Low,Motorcycle,Petrol,0.69
4,4.3,55.2,Low,Hatchback,Diesel,0.57
30.3,55.6,32.7,Moderate,Hatchback,Diesel,4.9
4.3,5.8,44.8,Moderate,Sedan,Petrol,0.94
2.2,6.9,19.1,High,Hatchback,Petrol,0.51
17.3,54.3,19.1,High,Hatchback,Diesel,3.42
37.5,43.7,51.5,Low,SUV,Diesel,8.32
2.5,4.5,33.7,Moderate,Hatchback,Petrol,0.46
9.8,19.9,29.6,High,Hatchback,Diesel,1.89
7.9,12.1,39.2,Moderate,Hatchback,Petrol,1.46
12.4,20.2,36.8,Moderate,Sedan,Diesel,2.52
6.1,9.7,37.9,Moderate,Motorcycle,Petrol,0.63
12.8,29.2,26.3,High,SUV,Petrol,4.39
6.1,32.4,11.3,Severe,Hatchback,Petrol,1.73
20.7,49.1,25.3,High,Sedan,Diesel,4.69
6.1,12.2,30.1,Moderate,Hatchback,Diesel,0.98
6.3,17.2,22,High,SUV,Diesel,2.09
7.6,10.6,43.1,Moderate,SUV,Petrol,2.23
2.1,2.2,56.4,Low,Hatchback,Petrol,0.34
9.8,29.4,20,High,SUV,Diesel,3.22
19.3,46,25.2,High,Hatchback,Diesel,3.6
7.8,10.8,43.5,Moderate,Hatchback,Petrol,1.43
10,16,37.5,Moderate,Hatchback,Diesel,1.69
7.3,78.2,5.6,Severe,Sedan,Diesel,2.21
3,3.4,52.7,Low,Motorcycle,Petrol,0.27
2.1,3.6,34.9,Moderate,Hatchback,Diesel,0.34
7.7,10.7,43.3,Moderate,Hatchback,Petrol,1.4
18,18.3,59,Low,SUV,Petrol,4.79
2.8,4.4,38.3,Moderate,Sedan,Petrol,0.64
11.2,18.6,36.2,Moderate,Motorcycle,Petrol,1.15
4.2,5.7,43.9,Moderate,Hatchback,Diesel,0.67
16.4,23.9,41.1,Moderate,Hatchback,Petrol,2.88
5.1,32.9,9.3,Severe,SUV,Petrol,2.32
7.1,22.2,19.2,High,Sedan,Petrol,2.01
15.8,21.9,43.3,Moderate,Motorcycle,Petrol,1.59
7.4,8.2,53.9,Low,Sedan,Diesel,1.26
3.1,6.6,28.1,High,Sedan,Petrol,0.77
27.3,30.4,53.9,Low,Hatchback,Petrol,4.25
10.2,13.6,44.9,Moderate,Hatchback,Petrol,1.88
3.5,21.2,9.9,Severe,Hatchback,Petrol,1.04
5.4,9,35.9,Moderate,SUV,Diesel,1.42
2.5,4.7,31.8,Moderate,SUV,Diesel,0.63
25.8,31.1,49.7,Low,Motorcycle,Petrol,2.33
14,29.5,28.5,High,Sedan,Petrol,3.59
8,10.1,47.5,Low,Hatchback,Diesel,1.15
30.3,38.7,47,Low,Sedan,Diesel,5.24
23.4,49.3,28.5,High,Sedan,Petrol,5.71
13.7,19.2,42.8,Moderate,Motorcycle,Petrol,1.36
9.5,13.3,42.7,Moderate,Hatchback,Diesel,1.48
22.7,31,43.9,Moderate,SUV,Petrol,6.37
14.1,27.2,31.1,Moderate,Motorcycle,Petrol,1.54
6.7,8.1,49.6,Low,Hatchback,Diesel,0.97
12,17.1,42,Moderate,Motorcycle,Petrol,1.21
27.8,85.5,19.5,High,Hatchback,Petrol,6.11
35.6,51,41.9,Moderate,Hatchback,Petrol,6.02
37.3,55.9,40,Moderate,Sedan,Diesel,7.12
18.3,18.5,59.2,Low,Hatchback,Petrol,3.01
7.4,14.6,30.4,Moderate,Hatchback,Petrol,1.32
10,13.8,43.6,Moderate,Hatchback,Diesel,1.48
5.2,9.4,33.3,Moderate,Sedan,Petrol,1.15
9.9,11.6,51.3,Low,Hatchback,Petrol,1.57
16.4,62.3,15.8,High,Hatchback,Diesel,3.28
2.4,9.7,14.8,Severe,Motorcycle,Petrol,0.41
27.3,224.4,7.3,Severe,Sedan,Petrol,9.61
54.4,96.6,33.8,Moderate,Hatchback,Petrol,9.65
10.7,22.8,28.1,High,Sedan,Diesel,2.43
2.9,3.1,55.8,Low,SUV,Petrol,0.75
13.3,30.2,26.4,High,Hatchback,Petrol,2.69
14.3,25.9,33.1,Moderate,Sedan,Petrol,3.18
4.9,5.1,57.9,Low,Motorcycle,Petrol,0.46
10.1,13.4,45.3,Low,Motorcycle,Petrol,0.93
6.6,10.8,36.5,Moderate,Hatchback,Petrol,1.2
18.1,21,51.7,Low,Hatchback,Petrol,2.87
20.9,136.3,9.2,Severe,Hatchback,Petrol,5.84
29.5,34,52.1,Low,Motorcycle,Petrol,2.57
45.6,448.5,6.1,Severe,Motorcycle,Petrol,7.27
2.7,2.9,55.3,Low,SUV,Diesel,0.62
19.8,188.6,6.3,Severe,Hatchback,Petrol,5.59
9.9,81.4,7.3,Severe,Hatchback,Petrol,2.93
26.6,28.7,55.6,Low,Sedan,Diesel,4.75
6.4,9.9,38.8,Moderate,SUV,Petrol,1.86
11.9,19,37.6,Moderate,SUV,Petrol,3.72
14.5,64,13.6,Severe,Sedan,Petrol,4.91
11.2,17.7,38,Moderate,SUV,Petrol,3.24
12,13.6,52.8,Low,Sedan,Petrol,2.21
14.6,21.1,41.6,Moderate,Motorcycle,Petrol,1.44
4.6,17.9,15.4,High,Motorcycle,Petrol,0.61
13.5,13.6,59.7,Low,Motorcycle,Petrol,1.21
20.6,29.5,41.9,Moderate,Hatchback,Petrol,3.66
24.2,26.2,55.4,Low,Motorcycle,Petrol,2.17
15.1,21.9,41.3,Moderate,SUV,Diesel,3.81
8.7,41.8,12.5,Severe,Hatchback,Petrol,2.47
13.7,22.3,36.8,Moderate,Hatchback,Petrol,2.64
13.5,24,33.8,Moderate,Hatchback,Diesel,2.23
9.3,14.3,38.9,Moderate,Motorcycle,Petrol,0.95
33.5,62,32.4,Moderate,Motorcycle,Petrol,3.33
3.2,4.6,42.1,Moderate,Hatchback,Diesel,0.5
6.8,40.4,10.1,Severe,Sedan,Petrol,2.46
14.7,76,11.6,Severe,Hatchback,Petrol,4.42
6.6,16.9,23.4,High,Hatchback,Diesel,1.38
3,6,30.1,Moderate,SUV,Petrol,0.91
6.4,7,55,Low,SUV,Petrol,1.74
8.4,60.7,8.3,Severe,Hatchback,Petrol,2.46
2.5,16.3,9.2,Severe,SUV,Petrol,1.23
21.1,81.2,15.6,High,Motorcycle,Petrol,2.76
11,58.4,11.3,Severe,Hatchback,Petrol,3.31
20,31.3,38.4,Moderate,Sedan,Petrol,4.42
3.7,8.6,25.8,High,Hatchback,Diesel,0.67
36.6,53.3,41.2,Moderate,SUV,Petrol,10.08
13.9,38.1,21.9,High,Hatchback,Petrol,3.12
8.5,13.3,38.3,Moderate,Hatchback,Petrol,1.63
47.3,64.6,43.9,Moderate,Sedan,Diesel,8.89
29.5,112,15.8,High,Sedan,Diesel,7.1
15.5,56.7,16.4,High,Hatchback,Petrol,3.42
18.4,19.1,57.7,Low,Hatchback,Petrol,2.8
3.4,5.6,36.4,Moderate,Hatchback,Diesel,0.54
15.9,30.6,31.2,Moderate,Motorcycle,Petrol,1.6
16.7,91.1,11,Severe,Hatchback,Diesel,4.32
4.5,6.8,39.8,Moderate,Hatchback,Diesel,0.73
4.8,16.6,17.4,High,SUV,Petrol,1.84
8.3,12.9,38.7,Moderate,Sedan,Petrol,1.82
3.9,7.4,31.6,Moderate,Hatchback,Petrol,0.7
22.1,28.8,46,Low,Hatchback,Petrol,3.67
23.7,29.5,48.2,Low,Sedan,Diesel,4.05
8.6,29.5,17.5,High,Hatchback,Petrol,2.03
17.9,24.3,44.2,Moderate,Motorcycle,Petrol,1.7
5.5,16.5,20,High,Motorcycle,Petrol,0.68
2.4,3.7,38.6,Moderate,Hatchback,Petrol,0.44
2.2,5.4,24.4,High,Hatchback,Diesel,0.46
33.2,35.9,55.5,Low,Hatchback,Diesel,4.75
8.7,11,47.5,Low,Sedan,Diesel,1.54
6.2,8.9,42,Moderate,Hatchback,Petrol,1.09
14.4,25.2,34.3,Moderate,Motorcycle,Petrol,1.5
21.6,26.4,49.1,Low,Hatchback,Petrol,3.42
17.9,20.5,52.4,Low,SUV,Petrol,4.68
17.9,26.3,40.8,Moderate,Hatchback,Petrol,3.25
18.8,90.2,12.5,Severe,Hatchback,Diesel,4.82
10.6,13.1,48.4,Low,Hatchback,Diesel,1.52
10.1,22.3,27.2,High,Motorcycle,Petrol,1.24
13.6,18.6,43.8,Moderate,Hatchback,Diesel,2.17
58.4,153,22.9,High,Hatchback,Petrol,12.9
5.6,5.6,59.7,Low,Sedan,Petrol,1.06
45.8,46.8,58.7,Low,Hatchback,Diesel,6.55
2.3,2.4,56.4,Low,Hatchback,Petrol,0.38
12.3,22.9,32.2,Moderate,Sedan,Petrol,2.79
10.2,21.1,29,High,SUV,Petrol,3.62
26.4,27.6,57.3,Low,Hatchback,Petrol,4.21
8,12.7,37.9,Moderate,Hatchback,Diesel,1.26
12.8,43.9,17.5,High,Hatchback,Petrol,2.86
21.4,125.9,10.2,Severe,SUV,Petrol,10.47
4.2,10.4,24.2,High,Hatchback,Petrol,1.01
28.6,70.6,24.3,High,Sedan,Petrol,7.95
5,10.2,29.5,High,Sedan,Petrol,1.29
2.6,3.2,48.6,Low,Motorcycle,Petrol,0.24
14.9,21.3,42,Moderate,Sedan,Diesel,2.87
15.2,52.1,17.5,High,Motorcycle,Petrol,1.88
8.2,76.9,6.4,Severe,Hatchback,Petrol,2.45
7.1,14.6,29.2,High,Sedan,Petrol,1.86
7.6,30.2,15.1,High,Motorcycle,Petrol,1.02
6.5,27.9,14,Severe,SUV,Diesel,2.65
27.8,76.5,21.8,High,Sedan,Petrol,7.23
12.6,16.7,45.4,Low,Motorcycle,Petrol,1.17
7.4,44.4,10,Severe,Motorcycle,Petrol,1.17
16.3,63.1,15.5,High,SUV,Petrol,5.92
31.4,35,53.9,Low,Hatchback,Diesel,4.41
5.6,9.4,35.6,Moderate,SUV,Petrol,1.63
5.6,26.5,12.7,Severe,Hatchback,Petrol,1.62
33.7,60.7,33.3,Moderate,Sedan,Petrol,7.57
20.2,32.1,37.7,Moderate,Motorcycle,Petrol,2.03
18.3,24.1,45.5,Low,SUV,Diesel,3.87
3.1,27.8,6.7,Severe,Sedan,Diesel,0.98
15.7,42.1,22.4,High,SUV,Petrol,6.02
6.8,63.8,6.4,Severe,Hatchback,Petrol,2.04
14.2,84.4,10.1,Severe,SUV,Petrol,6.75
11.5,37.9,18.2,High,Sedan,Petrol,2.99
29.5,33.8,52.4,Low,Hatchback,Diesel,4.06
19.1,20.7,55.3,Low,SUV,Petrol,5.07
14.1,22.5,37.6,Moderate,Sedan,Petrol,3.19
5.7,11.3,30.3,Moderate,Hatchback,Diesel,0.88
43.5,50.4,51.8,Low,Sedan,Petrol,8.36
27.2,38.4,42.5,Moderate,Motorcycle,Petrol,2.63
6.4,6.5,59,Low,Hatchback,Petrol,0.98
27.8,60,27.8,High,Sedan,Diesel,5.93
11.1,18.2,36.6,Moderate,SUV,Petrol,3.33
3.6,13.5,16,High,Sedan,Petrol,0.95
9.7,14.2,41,Moderate,Hatchback,Diesel,1.45
3,13.7,13.1,Severe,Sedan,Petrol,1.03
4.1,27,9.1,Severe,Motorcycle,Petrol,0.69
8.5,12.8,39.7,Moderate,Hatchback,Petrol,1.51
15.3,27.1,33.9,Moderate,Hatchback,Diesel,2.58
11.1,52.4,12.7,Severe,Hatchback,Petrol,3.2
14,23.1,36.3,Moderate,Motorcycle,Petrol,1.45
25.5,44.6,34.3,Moderate,Sedan,Diesel,5.05
12.2,18.9,38.7,Moderate,Sedan,Petrol,2.64
10.7,25.2,25.5,High,Hatchback,Petrol,2.33
9.1,10.9,50.3,Low,SUV,Diesel,2.07
7.4,30,14.8,Severe,SUV,Petrol,3.4
48.1,74.2,38.9,Moderate,SUV,Petrol,14.86
15.8,23.2,40.9,Moderate,Hatchback,Petrol,2.87
9.4,9.5,59.2,Low,Hatchback,Petrol,1.46
6.2,19.3,19.3,High,Sedan,Petrol,1.69
5.8,9.3,37.4,Moderate,Hatchback,Petrol,1.07
49.3,69,42.9,Moderate,Hatchback,Diesel,7.54
3.3,5.5,36,Moderate,Hatchback,Diesel,0.52
14.8,19.1,46.4,Low,Motorcycle,Petrol,1.34
24.3,36.7,39.7,Moderate,Sedan,Petrol,5.18
24.1,32,45.2,Low,Hatchback,Diesel,3.53
58.5,183.8,19.1,High,Motorcycle,Petrol,7.91
2.3,3.1,44.4,Moderate,Hatchback,Petrol,0.39
11.8,13,54.3,Low,Sedan,Petrol,2.22
13.2,14.6,54.4,Low,Sedan,Petrol,2.41
19.8,75.2,15.8,High,Sedan,Petrol,5.2
17.6,32.2,32.8,Moderate,Sedan,Petrol,4.02
10.7,21.3,30.1,Moderate,Hatchback,Petrol,1.97
14.2,35.5,24,High,Sedan,Petrol,3.78
8.1,13,37.5,Moderate,Hatchback,Diesel,1.27
10.4,12.3,50.9,Low,Hatchback,Petrol,1.64
6.9,27.8,14.9,Severe,Sedan,Diesel,2.12
55.5,55.7,59.8,Low,Hatchback,Petrol,8.46
12.4,23.5,31.7,Moderate,Hatchback,Diesel,2.09
8.7,28.1,18.6,High,Motorcycle,Petrol,1.13
11.4,16.1,42.6,Moderate,Hatchback,Petrol,1.94
7.4,27.4,16.2,High,Sedan,Petrol,2.1
10.6,19,33.4,Moderate,Hatchback,Petrol,2.04
12.1,62.6,11.6,Severe,Hatchback,Diesel,3.11
5,27.5,10.9,Severe,Hatchback,Petrol,1.5
3.1,23.5,7.9,Severe,Sedan,Petrol,1.04
4.4,6.7,39.5,Moderate,Hatchback,Diesel,0.72
3.1,9.3,20,High,Hatchback,Diesel,0.65
27.9,49.1,34.1,Moderate,Motorcycle,Petrol,2.99
7,15.6,27,High,SUV,Diesel,2.02
8,16.5,29.1,High,Hatchback,Diesel,1.49
8.5,9.9,51.6,Low,Hatchback,Diesel,1.19
6.1,11.4,32.2,Moderate,SUV,Petrol,1.83
6.4,14.1,27.3,High,Sedan,Petrol,1.58
4.9,5,59.1,Low,Hatchback,Diesel,0.69
7.9,7.9,59.9,Low,Motorcycle,Petrol,0.71
3.2,5.9,32.5,Moderate,Hatchback,Diesel,0.5
5.9,7.9,44.8,Moderate,Sedan,Petrol,1.27
6.3,6.4,59.5,Low,Hatchback,Diesel,0.85
25.8,48.1,32.2,Moderate,Motorcycle,Petrol,2.62
30.4,84.1,21.7,High,Hatchback,Petrol,6.89
8.9,9.8,54.3,Low,Hatchback,Petrol,1.48
12.3,22.7,32.5,Moderate,Sedan,Diesel,2.38
4.7,8.9,31.7,Moderate,SUV,Diesel,1.16
2.6,4.7,32.9,Moderate,SUV,Petrol,0.79
11.3,11.5,59.1,Low,Hatchback,Diesel,1.66
29.5,113.5,15.6,High,SUV,Petrol,11.17
28.3,80.1,21.2,High,Hatchback,Diesel,5.42
14.1,19.1,44.4,Moderate,Sedan,Petrol,2.97
18.5,30.5,36.4,Moderate,Motorcycle,Petrol,1.94
17.6,23.8,44.4,Moderate,Hatchback,Petrol,3.13
15.8,22.1,42.9,Moderate,Hatchback,Diesel,2.37
25.5,27.4,55.8,Low,Sedan,Diesel,4.44
7.5,8.1,55.5,Low,Hatchback,Petrol,1.25
5.2,9.5,33,Moderate,Hatchback,Petrol,1
34.5,44.5,46.5,Low,Sedan,Petrol,6.81
19.8,26.5,44.9,Moderate,Hatchback,Diesel,3.13
33.9,84.4,24.1,High,Hatchback,Petrol,8.01
28.9,47.5,36.5,Moderate,Hatchback,Petrol,5.08
12,15.8,45.6,Low,Hatchback,Petrol,1.97
18.6,38.9,28.7,High,Hatchback,Diesel,3.34
11.2,43.9,15.3,High,Hatchback,Petrol,2.58
12.2,30.1,24.3,High,Hatchback,Diesel,2.51
9,29,18.6,High,Sedan,Petrol,2.52
9.8,90.5,6.5,Severe,Motorcycle,Petrol,1.61
12.1,23.4,31,Moderate,SUV,Diesel,2.95
4.9,5,58.7,Low,Motorcycle,Petrol,0.46
18.1,29.2,37.2,Moderate,Hatchback,Diesel,2.97
15.8,32.4,29.3,High,SUV,Petrol,5.61
12.4,135.3,5.5,Severe,Motorcycle,Petrol,1.99
7.8,18.3,25.6,High,Hatchback,Petrol,1.59
8.5,11,46.2,Low,Motorcycle,Petrol,0.76
16.4,26.5,37.2,Moderate,Hatchback,Petrol,2.95
8.2,56.6,8.7,Severe,Sedan,Petrol,2.77
23.9,38.3,37.4,Moderate,Motorcycle,Petrol,2.56
12.9,18.1,42.8,Moderate,Motorcycle,Petrol,1.21
45,71.6,37.7,Moderate,Motorcycle,Petrol,4.81
12.2,14,52.3,Low,Sedan,Petrol,2.41
5,8.9,33.6,Moderate,Hatchback,Petrol,0.95
3.7,5.8,38.4,Moderate,Hatchback,Petrol,0.67
6.2,6.8,55.1,Low,Motorcycle,Petrol,0.54
56.8,405.7,8.4,Severe,Sedan,Petrol,20.5
3,6.3,28.6,High,Hatchback,Petrol,0.6
7.1,66.6,6.4,Severe,Motorcycle,Petrol,1.14
31.8,87.5,21.8,High,Hatchback,Diesel,6.15
13.6,16.7,48.9,Low,Hatchback,Petrol,2.19
6.9,14.3,29,High,Motorcycle,Petrol,0.83
12.5,13.9,54.1,Low,Hatchback,Petrol,2
11.5,27.6,25,High,SUV,Petrol,4.02
7,7.3,57.4,Low,Sedan,Diesel,1.22
3.2,4.6,42,Moderate,SUV,Diesel,0.81
7.5,12.4,36.4,Moderate,SUV,Petrol,2.35
7.4,28.5,15.6,High,Sedan,Petrol,2.09
13,29.7,26.3,High,Motorcycle,Petrol,1.54
4.3,7.2,35.7,Moderate,Hatchback,Diesel,0.71
36,41.2,52.4,Low,Hatchback,Petrol,6.01
34.6,91.1,22.8,High,Hatchback,Petrol,7.77
20.7,30.1,41.2,Moderate,Hatchback,Diesel,3.08
16.4,75.1,13.1,Severe,SUV,Petrol,7.96
15.5,34.3,27.1,High,Hatchback,Diesel,2.72
3.5,3.7,56.9,Low,Sedan,Diesel,0.61
11.3,13.5,50.4,Low,Hatchback,Petrol,1.82
6.6,11.3,35.1,Moderate,Motorcycle,Petrol,0.68
3,3.5,50.8,Low,Hatchback,Petrol,0.47
10.5,14.5,43.4,Moderate,Hatchback,Diesel,1.61
18,92.3,11.7,Severe,Motorcycle,Petrol,3
5.2,5.2,59.9,Low,Hatchback,Diesel,0.76
27.2,39,41.8,Moderate,Hatchback,Petrol,4.72
5.6,26.9,12.5,Severe,Sedan,Petrol,1.84
13.4,143.6,5.6,Severe,Sedan,Petrol,4.54
12.4,17.3,42.9,Moderate,Hatchback,Petrol,2.14
7.2,7.3,59.1,Low,Hatchback,Petrol,1.14
5.9,11.1,31.9,Moderate,SUV,Petrol,1.69
3.9,5.5,42.4,Moderate,Hatchback,Petrol,0.71
14.4,22.1,39.1,Moderate,Hatchback,Petrol,2.64
4.7,10.8,26.1,High,Sedan,Petrol,1.23
41.7,156.4,16,High,SUV,Petrol,15.77
6.5,16.7,23.4,High,Hatchback,Diesel,1.26
9.3,16.1,34.6,Moderate,SUV,Petrol,2.73
7.1,18.7,22.8,High,Motorcycle,Petrol,0.88
3.9,7.7,30.2,Moderate,Sedan,Diesel,0.76
57.8,108.7,31.9,Moderate,Motorcycle,Petrol,6.23
3.6,5.2,41.9,Moderate,Sedan,Petrol,0.73
8.1,14.3,34,Moderate,Hatchback,Petrol,1.48
12.7,59.1,12.9,Severe,Motorcycle,Petrol,2.1
2.9,15.7,11.1,Severe,Hatchback,Petrol,0.85
5.9,18.8,18.8,High,Hatchback,Diesel,1.23
35.7,38.3,56,Low,Sedan,Diesel,5.85
2.5,2.7,55.4,Low,Sedan,Petrol,0.46
28.8,108,16,High,Sedan,Diesel,7.03
18.2,19.3,56.7,Low,Hatchback,Diesel,2.43
30.2,74.6,24.3,High,Motorcycle,Petrol,4.01
8.4,12.7,39.8,Moderate,SUV,Petrol,2.4
5.2,6.1,51.5,Low,Hatchback,Petrol,0.84
8.8,9.3,56.9,Low,Motorcycle,Petrol,0.79
11.8,54.9,12.9,Severe,SUV,Petrol,5.79
33.8,90.1,22.5,High,Hatchback,Petrol,7.65
5.4,8.3,39.1,Moderate,Motorcycle,Petrol,0.56
12.7,17.5,43.6,Moderate,SUV,Diesel,3.17
16.5,104.2,9.5,Severe,SUV,Petrol,7.73
2.8,3.5,47.7,Low,Hatchback,Diesel,0.39
27.6,27.6,60,Low,Motorcycle,Petrol,2.52
11.7,26.5,26.5,High,Hatchback,Diesel,2.26
4,4.6,52.7,Low,SUV,Petrol,1.02
21.9,113.3,11.6,Severe,Sedan,Petrol,7.27
23.3,172.6,8.1,Severe,Hatchback,Petrol,6.47
24.7,62.5,23.7,High,Sedan,Diesel,6.23
7,17.8,23.6,High,Sedan,Petrol,1.94
8.3,28.3,17.6,High,Hatchback,Petrol,1.97
18.7,27.1,41.4,Moderate,Hatchback,Petrol,3.24
19.3,46.3,25,High,Sedan,Petrol,4.91
24.1,28,51.6,Low,Sedan,Petrol,4.79
14.1,23.1,36.6,Moderate,Hatchback,Petrol,2.52
21.5,34.6,37.3,Moderate,Motorcycle,Petrol,2.22
31.2,58.1,32.2,Moderate,Sedan,Diesel,5.85
3.4,6.7,30.3,Moderate,SUV,Petrol,0.97
23.6,26.8,52.8,Low,SUV,Petrol,6.05
17.2,32,32.3,Moderate,Sedan,Diesel,3.42
5.4,13.2,24.6,High,SUV,Petrol,2.1
9.8,106.9,5.5,Severe,Hatchback,Diesel,2.49
5.6,15.5,21.7,High,Hatchback,Petrol,1.3
9,21.2,25.5,High,Sedan,Petrol,2.32
15.9,19.4,49.2,Low,SUV,Petrol,4.29
15.8,28.2,33.6,Moderate,Motorcycle,Petrol,1.7
12.7,13,58.6,Low,Hatchback,Diesel,1.79
16.3,27,36.2,Moderate,Hatchback,Petrol,3
10.9,12.2,53.6,Low,Hatchback,Diesel,1.52
9.3,16,34.8,Moderate,SUV,Diesel,2.46
19.9,36.7,32.5,Moderate,Hatchback,Petrol,3.73
18.1,21.4,50.8,Low,Sedan,Diesel,3.19
34.1,110.6,18.5,High,Sedan,Diesel,8.06
32,32.5,59.1,Low,Hatchback,Diesel,4.31
17,17.3,58.9,Low,Hatchback,Petrol,2.75
8.9,11.9,44.8,Moderate,SUV,Petrol,2.66
7.5,9.4,47.9,Low,Hatchback,Petrol,1.19
21.3,77.9,16.4,High,Hatchback,Diesel,4.38
28.7,44,39.1,Moderate,Sedan,Diesel,5.48
13.2,23.2,34.1,Moderate,Hatchback,Diesel,2.16
8.6,20,25.8,High,Hatchback,Petrol,1.8
5.7,11.6,29.6,High,Hatchback,Diesel,1.08
13.3,29.1,27.4,High,SUV,Diesel,3.95
18.8,27.1,41.6,Moderate,Sedan,Petrol,3.85
24.5,35.3,41.6,Moderate,Hatchback,Petrol,4.25
2.5,3.2,47,Low,Sedan,Petrol,0.48
13.1,81,9.7,Severe,Sedan,Petrol,4.52
39.4,73.9,32,Moderate,Hatchback,Petrol,7.06
15,24.5,36.8,Moderate,Hatchback,Diesel,2.48
7.2,20.3,21.3,High,Motorcycle,Petrol,0.91
11.7,34.4,20.4,High,Hatchback,Diesel,2.44
8.5,29.7,17.2,High,Hatchback,Diesel,1.66
53.4,262.6,12.2,Severe,Hatchback,Diesel,13.88
6.9,7.4,56.2,Low,Hatchback,Petrol,1.05
30.1,57,31.7,Moderate,SUV,Diesel,7.72
6.5,7.6,51.6,Low,Sedan,Diesel,1.12
28.5,244.3,7,Severe,Hatchback,Petrol,7.93
7.7,16.7,27.6,High,Sedan,Diesel,1.66
2.5,6.3,23.7,High,Sedan,Diesel,0.62
17.7,33.1,32.1,Moderate,Motorcycle,Petrol,1.8
26.6,53.2,30,Moderate,Motorcycle,Petrol,2.67
31,48.6,38.3,Moderate,Hatchback,Petrol,5.83
6.8,7.1,57.1,Low,Sedan,Petrol,1.26
24.4,33.1,44.2,Moderate,Hatchback,Diesel,3.92
9.8,14.4,40.9,Moderate,Hatchback,Petrol,1.79
7.8,8.8,53.4,Low,Sedan,Petrol,1.53
24.7,44.8,33.1,Moderate,Motorcycle,Petrol,2.47
19.3,22.6,51.3,Low,Hatchback,Diesel,2.83
16.2,19.7,49.4,Low,Sedan,Diesel,2.88
9.4,16.3,34.5,Moderate,Sedan,Petrol,2.12
32.3,116.7,16.6,High,Sedan,Petrol,8.81
14.9,58.4,15.3,High,SUV,Petrol,5.47
11.6,22,31.6,Moderate,Hatchback,Diesel,1.87
14.7,48.7,18.1,High,SUV,Petrol,5.77
2.3,2.4,58.1,Low,Hatchback,Petrol,0.36
5.1,10.3,29.7,High,Sedan,Diesel,1.19
26.8,57.4,28,High,SUV,Diesel,7.52
19.9,28.4,42,Moderate,SUV,Diesel,4.8
5.5,35.5,9.3,Severe,Motorcycle,Petrol,0.89
3.4,6.5,31.4,Moderate,Hatchback,Petrol,0.63
7.5,14.7,30.6,Moderate,Sedan,Diesel,1.54
35,45.6,46.1,Low,SUV,Petrol,9.38
7,10.6,39.8,Moderate,Hatchback,Diesel,1.16
11.1,20.1,33.1,Moderate,Hatchback,Petrol,1.98
22.2,36.8,36.2,Moderate,Hatchback,Petrol,4.24
4.4,5.9,44.7,Moderate,Hatchback,Petrol,0.74
15.1,26.9,33.7,Moderate,Hatchback,Petrol,2.82
32.5,61.9,31.5,Moderate,SUV,Petrol,9.9
53.6,54.3,59.2,Low,Motorcycle,Petrol,4.82
19.7,23.5,50.4,Low,Sedan,Petrol,3.92
10.8,15.8,40.9,Moderate,Sedan,Petrol,2.24
22.4,43.1,31.2,Moderate,SUV,Diesel,5.63
